scenario,true_fcr,proxy_fcr,repeat_30d,repeat_31_60d,churn,aht,burnout,compliance,strain,rep_id,condition,call_id
clean,0.7217,0.8842,0.117,0.0453,0.048,510.8,0.2803,0.3419,0.4255,REP-0204,baseline,BASELINE-00204
clean,0.7458,0.8286,0.0545,0.0496,0.0517,508.3,0.2905,0.295,0.3773,REP-0205,baseline,BASELINE-00205
clean,0.6031,0.9091,0.0812,0.0,0.0245,499.0,0.1551,0.2852,0.3325,REP-0206,baseline,BASELINE-00206
clean,0.4665,0.9148,0.0511,0.1139,0.0384,573.6,0.4904,0.2558,0.4217,REP-0207,baseline,BASELINE-00207
unresolvable_clean,0.0413,0.5362,0.32,0.2963,0.0815,580.2,0.3042,0.2021,0.4127,REP-0208,baseline,BASELINE-00208
clean,0.6102,0.8576,0.1044,0.0705,0.048,556.5,0.4541,0.3273,0.324,REP-0209,baseline,BASELINE-00209
clean,0.5987,0.9283,0.0053,0.0817,0.0359,531.2,0.1672,0.237,0.3104,REP-0210,baseline,BASELINE-00210
clean,0.6958,0.9048,0.0764,0.0583,0.008,553.5,0.2367,0.2529,0.4939,REP-0211,baseline,BASELINE-00211
clean,0.6949,0.8602,0.0421,0.0169,0.0531,531.3,0.2451,0.2382,0.3876,REP-0212,baseline,BASELINE-00212
loyalty_offer_missed,0.0982,0.9903,0.2301,0.6607,0.1281,536.5,0.3656,0.2933,0.3587,REP-0213,baseline,BASELINE-00213
gamed_metric,0.1452,0.8631,0.1275,0.4835,0.0796,498.1,0.206,0.2992,0.3607,REP-0214,baseline,BASELINE-00214
clean,0.7538,0.8295,0.0051,0.0585,0.0455,583.3,0.1803,0.3621,0.3779,REP-0215,baseline,BASELINE-00215
clean,0.6756,0.9298,0.0182,0.0522,0.0319,577.2,0.3137,0.2422,0.3461,REP-0216,baseline,BASELINE-00216
fraud_line_add,0.1656,0.8285,0.2534,0.4262,0.1015,537.6,0.2208,0.3114,0.4657,REP-0217,baseline,BASELINE-00217
gamed_metric,0.1335,0.9455,0.11,0.5107,0.0656,612.9,0.5013,0.3742,0.4059,REP-0218,baseline,BASELINE-00218
loyalty_offer_missed,0.1,0.9746,0.1876,0.6896,0.1341,557.6,0.4174,0.3707,0.4703,REP-0219,baseline,BASELINE-00219
unresolvable_clean,0.0823,0.5509,0.3116,0.2691,0.0899,484.5,0.1813,0.2094,0.362,REP-0220,baseline,BASELINE-00220
clean,0.7062,0.9329,0.0177,0.1396,0.0564,534.4,0.2626,0.2811,0.2922,REP-0221,baseline,BASELINE-00221
clean,0.6095,0.8981,0.0246,0.0781,0.0179,542.5,0.2358,0.2356,0.4201,REP-0222,baseline,BASELINE-00222
clean,0.6266,0.9145,0.045,0.0194,0.0528,497.6,0.1583,0.3299,0.3736,REP-0223,baseline,BASELINE-00223
clean,0.5878,0.8788,0.0557,0.0287,0.0384,536.3,0.341,0.2719,0.3547,REP-0224,baseline,BASELINE-00224
clean,0.5984,0.8755,0.0628,0.0064,0.0083,559.1,0.4454,0.4358,0.4134,REP-0225,baseline,BASELINE-00225
clean,0.7163,0.8992,0.0985,0.0796,0.0153,544.5,0.1204,0.2525,0.3585,REP-0226,baseline,BASELINE-00226
clean,0.6157,0.911,0.069,0.0049,0.0377,575.7,0.4368,0.3664,0.332,REP-0227,baseline,BASELINE-00227
unresolvable_clean,0.1267,0.5288,0.3158,0.2489,0.1143,521.1,0.2055,0.2034,0.3476,REP-0228,baseline,BASELINE-00228
clean,0.6113,0.8929,0.0246,0.0,0.0559,505.2,0.3681,0.2468,0.3885,REP-0229,baseline,BASELINE-00229
loyalty_offer_missed,0.0683,0.9704,0.1775,0.6519,0.1242,584.6,0.5487,0.364,0.4325,REP-0230,baseline,BASELINE-00230
clean,0.644,0.8955,0.0,0.0,0.0265,572.0,0.5022,0.4111,0.3972,REP-0231,baseline,BASELINE-00231
clean,0.5921,0.8973,0.083,0.0747,0.083,566.9,0.4722,0.4368,0.4529,REP-0232,baseline,BASELINE-00232
unresolvable_clean,0.096,0.583,0.2975,0.2809,0.0615,499.3,0.234,0.3078,0.3431,REP-0233,baseline,BASELINE-00233
loyalty_offer_missed,0.0608,0.9056,0.157,0.7309,0.1153,558.5,0.455,0.3833,0.2898,REP-0234,baseline,BASELINE-00234
clean,0.6671,0.9374,0.0595,0.0542,0.0627,523.3,0.1075,0.1747,0.3846,REP-0235,baseline,BASELINE-00235
loyalty_offer_missed,0.1027,0.9242,0.1861,0.6166,0.1365,529.9,0.3715,0.3393,0.4538,REP-0236,baseline,BASELINE-00236
clean,0.7565,0.8659,0.1078,0.0,0.023,501.1,0.1318,0.275,0.3823,REP-0237,baseline,BASELINE-00237
fraud_store_promo,0.2018,0.8858,0.3476,0.4433,0.1362,548.6,0.4111,0.3448,0.366,REP-0238,baseline,BASELINE-00238
loyalty_offer_missed,0.1016,0.9115,0.2226,0.6272,0.1261,489.0,0.1998,0.2345,0.4196,REP-0239,baseline,BASELINE-00239
clean,0.75,0.8928,0.0767,0.0007,0.043,536.6,0.2057,0.2207,0.4006,REP-0240,baseline,BASELINE-00240
clean,0.5961,0.8406,0.0497,0.0039,0.0147,572.3,0.5113,0.4384,0.421,REP-0241,baseline,BASELINE-00241
clean,0.7081,0.8858,0.1303,0.036,0.0175,460.3,0.013,0.2796,0.3913,REP-0242,baseline,BASELINE-00242
gamed_metric,0.1327,0.9459,0.1489,0.4656,0.1363,519.1,0.1876,0.2686,0.2858,REP-0243,baseline,BASELINE-00243
clean,0.5714,0.876,0.0837,0.0573,0.054,489.9,0.1509,0.1495,0.3486,REP-0244,baseline,BASELINE-00244
fraud_line_add,0.1743,0.8724,0.3007,0.3807,0.1343,555.1,0.4133,0.2235,0.5037,REP-0245,baseline,BASELINE-00245
fraud_care_promo,0.2812,0.9412,0.2018,0.3715,0.0891,535.1,0.248,0.225,0.3302,REP-0246,baseline,BASELINE-00246
clean,0.7253,0.9103,0.0858,0.0506,0.0351,554.7,0.2398,0.2783,0.3537,REP-0247,baseline,BASELINE-00247
loyalty_offer_missed,0.0665,0.9625,0.1474,0.666,0.1104,531.2,0.3887,0.3482,0.4157,REP-0248,baseline,BASELINE-00248
loyalty_offer_missed,0.131,0.9602,0.21,0.6309,0.1573,520.7,0.1519,0.2836,0.2958,REP-0249,baseline,BASELINE-00249
clean,0.63,0.9133,0.0506,0.0,0.018,550.9,0.5262,0.4085,0.4428,REP-0250,baseline,BASELINE-00250
fraud_line_add,0.127,0.8304,0.233,0.3713,0.1561,536.4,0.4589,0.4005,0.3361,REP-0001,baseline,BASELINE-00251
loyalty_offer_missed,0.1136,0.9664,0.2617,0.5671,0.1399,502.0,0.349,0.2743,0.4518,REP-0002,baseline,BASELINE-00252
clean,0.5816,0.9236,0.0889,0.0062,0.048,490.9,0.3713,0.3568,0.3897,REP-0003,baseline,BASELINE-00253
fraud_care_promo,0.1924,0.9202,0.193,0.3986,0.1034,524.4,0.3469,0.3197,0.4725,REP-0004,baseline,BASELINE-00254
clean,0.5406,0.9698,0.0526,0.0204,0.0887,524.2,0.3238,0.3689,0.4041,REP-0005,baseline,BASELINE-00255
fraud_line_add,0.2059,0.8465,0.2329,0.4312,0.1336,518.9,0.2551,0.2597,0.3708,REP-0006,baseline,BASELINE-00256
clean,0.6316,0.9629,0.0142,0.0,0.0379,532.9,0.1616,0.2013,0.3947,REP-0007,baseline,BASELINE-00257
clean,0.6749,0.9499,0.0455,0.0544,0.0571,540.9,0.3589,0.3132,0.4109,REP-0008,baseline,BASELINE-00258
clean,0.6237,0.9111,0.0778,0.1004,0.046,497.0,0.128,0.2633,0.4492,REP-0009,baseline,BASELINE-00259
fraud_store_promo,0.1954,0.8866,0.3481,0.4462,0.1231,532.1,0.2531,0.2316,0.4064,REP-0010,baseline,BASELINE-00260
fraud_hic_exchange,0.0828,0.8509,0.2912,0.3762,0.0918,558.8,0.2646,0.3027,0.4108,REP-0011,baseline,BASELINE-00261
unresolvable_clean,0.0323,0.5473,0.2939,0.3091,0.0738,536.7,0.3186,0.3937,0.4107,REP-0012,baseline,BASELINE-00262
clean,0.4847,0.9514,0.1162,0.0248,0.0514,575.7,0.4586,0.3265,0.3557,REP-0013,baseline,BASELINE-00263
unresolvable_clean,0.1089,0.592,0.3197,0.256,0.0887,518.3,0.396,0.3244,0.3357,REP-0014,baseline,BASELINE-00264
fraud_store_promo,0.1327,0.8932,0.2783,0.4725,0.1094,526.1,0.4037,0.3127,0.3299,REP-0015,baseline,BASELINE-00265
clean,0.706,0.9823,0.0453,0.0942,0.0659,555.3,0.4801,0.3089,0.437,REP-0016,baseline,BASELINE-00266
unresolvable_clean,0.0703,0.5623,0.4049,0.2991,0.1215,570.6,0.4731,0.311,0.4367,REP-0017,baseline,BASELINE-00267
gamed_metric,0.1517,0.9335,0.1476,0.491,0.0598,587.4,0.4418,0.3685,0.427,REP-0018,baseline,BASELINE-00268
clean,0.6519,0.9038,0.0664,0.049,0.0433,551.7,0.327,0.3315,0.3677,REP-0019,baseline,BASELINE-00269
loyalty_offer_missed,0.0574,0.8984,0.203,0.6788,0.1428,588.8,0.4603,0.4979,0.3505,REP-0020,baseline,BASELINE-00270
clean,0.5491,0.8854,0.141,0.0113,0.0499,558.5,0.4406,0.3043,0.3647,REP-0021,baseline,BASELINE-00271
clean,0.4549,0.8932,0.0542,0.0756,0.0383,552.1,0.38,0.3648,0.3728,REP-0022,baseline,BASELINE-00272
clean,0.592,0.901,0.052,0.0777,0.0507,536.6,0.1881,0.2482,0.4913,REP-0023,baseline,BASELINE-00273
clean,0.704,0.8905,0.0697,0.018,0.0889,628.3,0.4954,0.3678,0.4163,REP-0024,baseline,BASELINE-00274
unresolvable_clean,0.0541,0.5449,0.3423,0.2491,0.0929,546.0,0.3844,0.361,0.3943,REP-0025,baseline,BASELINE-00275
gamed_metric,0.0962,0.9558,0.1692,0.5341,0.0692,541.7,0.4404,0.5553,0.4545,REP-0026,baseline,BASELINE-00276
unresolvable_clean,0.0079,0.5438,0.3243,0.2759,0.0811,568.6,0.3236,0.305,0.3303,REP-0027,baseline,BASELINE-00277
loyalty_offer_missed,0.0628,0.9131,0.1497,0.6604,0.1547,599.2,0.4541,0.3652,0.3228,REP-0028,baseline,BASELINE-00278
clean,0.7667,0.8826,0.0509,0.0741,0.0388,521.1,0.2583,0.2954,0.32,REP-0029,baseline,BASELINE-00279
gamed_metric,0.1329,0.9533,0.0771,0.5146,0.1153,585.6,0.3938,0.2753,0.3577,REP-0030,baseline,BASELINE-00280
fraud_line_add,0.2583,0.8623,0.2434,0.4598,0.0919,471.8,0.0,0.191,0.2893,REP-0031,baseline,BASELINE-00281
clean,0.5839,0.8728,0.077,0.0051,0.0485,503.4,0.227,0.2205,0.4273,REP-0032,baseline,BASELINE-00282
clean,0.6857,0.9077,0.049,0.0499,0.1063,559.7,0.4507,0.3311,0.4198,REP-0033,baseline,BASELINE-00283
fraud_store_promo,0.1928,0.8726,0.315,0.4317,0.1021,569.3,0.4052,0.3451,0.4266,REP-0034,baseline,BASELINE-00284
clean,0.7928,0.9353,0.088,0.0423,0.032,510.0,0.1617,0.1079,0.434,REP-0035,baseline,BASELINE-00285
gamed_metric,0.1156,0.9039,0.1597,0.5238,0.067,536.0,0.2407,0.2709,0.3289,REP-0036,baseline,BASELINE-00286
fraud_store_promo,0.1942,0.8709,0.293,0.4448,0.0882,537.1,0.2507,0.2515,0.5064,REP-0037,baseline,BASELINE-00287
clean,0.6707,0.9276,0.0314,0.0496,0.0434,536.6,0.3232,0.3578,0.3927,REP-0038,baseline,BASELINE-00288
fraud_line_add,0.1813,0.7659,0.2458,0.3689,0.1105,560.8,0.2901,0.3797,0.398,REP-0039,baseline,BASELINE-00289
fraud_care_promo,0.2041,0.8731,0.2429,0.3189,0.0668,543.6,0.431,0.4249,0.3522,REP-0040,baseline,BASELINE-00290
fraud_hic_exchange,0.117,0.8838,0.2985,0.5028,0.0841,527.6,0.2407,0.2146,0.3454,REP-0041,baseline,BASELINE-00291
fraud_store_promo,0.1205,0.8524,0.2891,0.44,0.1191,644.0,0.5754,0.452,0.3513,REP-0042,baseline,BASELINE-00292
clean,0.5666,0.9174,0.045,0.0417,0.051,530.3,0.162,0.261,0.3234,REP-0043,baseline,BASELINE-00293
clean,0.5708,0.9152,0.0876,0.0308,0.0708,576.9,0.5399,0.2504,0.4206,REP-0044,baseline,BASELINE-00294
fraud_store_promo,0.1721,0.9014,0.2638,0.5326,0.0806,531.4,0.0361,0.1377,0.4063,REP-0045,baseline,BASELINE-00295
clean,0.5775,0.9135,0.0842,0.0643,0.0562,509.5,0.2309,0.2685,0.3302,REP-0046,baseline,BASELINE-00296
clean,0.6922,0.869,0.0407,0.0422,0.0188,505.2,0.0792,0.2041,0.3671,REP-0047,baseline,BASELINE-00297
clean,0.4336,0.8823,0.0874,0.1261,0.0334,584.5,0.4515,0.4159,0.3849,REP-0048,baseline,BASELINE-00298
clean,0.8274,0.9248,0.0918,0.0456,0.0554,513.9,0.1499,0.2772,0.4008,REP-0049,baseline,BASELINE-00299
clean,0.4773,0.89,0.112,0.0387,0.0436,569.2,0.3825,0.459,0.3796,REP-0050,baseline,BASELINE-00300
unresolvable_clean,0.1213,0.5739,0.3407,0.307,0.0697,512.1,0.2776,0.2759,0.4544,REP-0051,baseline,BASELINE-00301
loyalty_offer_missed,0.1388,0.9775,0.1693,0.6031,0.1477,549.3,0.2916,0.2995,0.4828,REP-0052,baseline,BASELINE-00302
loyalty_offer_missed,0.0967,0.9302,0.2014,0.635,0.1405,568.0,0.4196,0.2257,0.3257,REP-0053,baseline,BASELINE-00303
clean,0.7407,0.8996,0.1023,0.0684,0.0354,518.3,0.3033,0.2875,0.3654,REP-0054,baseline,BASELINE-00304
fraud_hic_exchange,0.094,0.8297,0.3675,0.4681,0.1051,592.3,0.4345,0.3177,0.3854,REP-0055,baseline,BASELINE-00305
fraud_line_add,0.1526,0.8691,0.2861,0.4103,0.1222,484.6,0.0742,0.1402,0.3954,REP-0056,baseline,BASELINE-00306
fraud_care_promo,0.1643,0.9548,0.1525,0.2869,0.0916,531.8,0.3882,0.3089,0.3009,REP-0057,baseline,BASELINE-00307
clean,0.6237,0.8616,0.0964,0.0,0.0839,538.8,0.4212,0.4193,0.4058,REP-0058,baseline,BASELINE-00308
loyalty_offer_missed,0.0831,0.9511,0.2027,0.6609,0.11,568.6,0.2751,0.3714,0.4072,REP-0059,baseline,BASELINE-00309
fraud_hic_exchange,0.0254,0.8583,0.3639,0.4975,0.1435,515.1,0.1236,0.2612,0.3239,REP-0060,baseline,BASELINE-00310
clean,0.7842,0.8344,0.0683,0.0284,0.04,549.8,0.1464,0.283,0.3265,REP-0061,baseline,BASELINE-00311
gamed_metric,0.149,0.9351,0.163,0.4619,0.0933,485.2,0.2075,0.2054,0.3015,REP-0062,baseline,BASELINE-00312
clean,0.7309,0.9317,0.0,0.1194,0.0,528.9,0.3046,0.2934,0.4079,REP-0063,baseline,BASELINE-00313
unresolvable_clean,0.0992,0.5031,0.2802,0.2696,0.0734,507.3,0.2605,0.2598,0.3247,REP-0064,baseline,BASELINE-00314
clean,0.5291,0.9094,0.0183,0.0547,0.0578,617.6,0.5754,0.4646,0.3419,REP-0065,baseline,BASELINE-00315
clean,0.6162,0.883,0.1102,0.0867,0.0654,613.7,0.6096,0.4111,0.4704,REP-0066,baseline,BASELINE-00316
gamed_metric,0.2205,0.9075,0.0962,0.4228,0.0522,542.9,0.3476,0.4088,0.5037,REP-0067,baseline,BASELINE-00317
clean,0.6261,0.8621,0.049,0.0583,0.0665,562.0,0.3237,0.3944,0.4239,REP-0068,baseline,BASELINE-00318
clean,0.6436,0.9741,0.0549,0.1304,0.045,541.0,0.3912,0.4248,0.3272,REP-0069,baseline,BASELINE-00319
clean,0.7746,0.9561,0.0623,0.025,0.0244,451.2,0.1049,0.1977,0.393,REP-0070,baseline,BASELINE-00320
loyalty_offer_missed,0.1076,0.9395,0.2431,0.6292,0.1504,527.8,0.3677,0.4143,0.4376,REP-0071,baseline,BASELINE-00321
clean,0.6774,0.8897,0.0462,0.0398,0.0258,540.3,0.2227,0.2336,0.3952,REP-0072,baseline,BASELINE-00322
clean,0.714,0.9073,0.0687,0.097,0.0437,445.8,0.0313,0.2129,0.3359,REP-0073,baseline,BASELINE-00323
fraud_store_promo,0.2201,0.8484,0.331,0.3789,0.0972,573.4,0.2297,0.2581,0.3723,REP-0074,baseline,BASELINE-00324
unresolvable_clean,0.0575,0.5919,0.3522,0.2241,0.0859,427.2,0.0,0.1371,0.3459,REP-0075,baseline,BASELINE-00325
clean,0.5337,0.9079,0.044,0.1025,0.0391,518.3,0.4896,0.5389,0.3893,REP-0076,baseline,BASELINE-00326
unresolvable_clean,0.0569,0.5289,0.3086,0.2535,0.061,562.5,0.4809,0.4223,0.3764,REP-0077,baseline,BASELINE-00327
unresolvable_clean,0.0451,0.5568,0.3363,0.2115,0.055,530.4,0.2195,0.2591,0.3243,REP-0078,baseline,BASELINE-00328
clean,0.566,0.8769,0.0056,0.0151,0.0118,490.2,0.2203,0.3967,0.4018,REP-0079,baseline,BASELINE-00329
clean,0.5938,0.9265,0.0627,0.0,0.0514,483.1,0.2625,0.243,0.3992,REP-0080,baseline,BASELINE-00330
fraud_store_promo,0.1485,0.8802,0.3032,0.554,0.0741,516.8,0.3477,0.3402,0.3651,REP-0081,baseline,BASELINE-00331
clean,0.6537,0.8959,0.0512,0.0659,0.0454,578.8,0.4685,0.2467,0.3827,REP-0082,baseline,BASELINE-00332
unresolvable_clean,0.1192,0.5103,0.2916,0.2544,0.0474,572.8,0.3241,0.3347,0.3907,REP-0083,baseline,BASELINE-00333
fraud_line_add,0.1207,0.9196,0.2957,0.3527,0.1103,476.8,0.0747,0.2146,0.3262,REP-0084,baseline,BASELINE-00334
fraud_care_promo,0.1282,0.9334,0.1942,0.441,0.1216,506.4,0.1163,0.2077,0.3761,REP-0085,baseline,BASELINE-00335
unresolvable_clean,0.0994,0.5588,0.2997,0.2458,0.0778,504.0,0.131,0.2958,0.3852,REP-0086,baseline,BASELINE-00336
clean,0.8775,0.8561,0.0849,0.102,0.0409,506.9,0.2099,0.2914,0.3445,REP-0087,baseline,BASELINE-00337
loyalty_offer_missed,0.1119,0.8955,0.1506,0.7194,0.1379,472.1,0.1217,0.2317,0.4488,REP-0088,baseline,BASELINE-00338
clean,0.6811,0.8815,0.0951,0.0717,0.0424,568.1,0.274,0.3763,0.4072,REP-0089,baseline,BASELINE-00339
clean,0.5773,0.8963,0.063,0.0672,0.0445,566.4,0.3776,0.3079,0.4431,REP-0090,baseline,BASELINE-00340
fraud_line_add,0.1475,0.9069,0.2155,0.4666,0.0793,482.9,0.2042,0.2743,0.3455,REP-0091,baseline,BASELINE-00341
clean,0.5597,0.8876,0.0578,0.1178,0.0541,586.3,0.5029,0.413,0.4456,REP-0092,baseline,BASELINE-00342
clean,0.5064,0.8644,0.0563,0.0461,0.047,582.0,0.464,0.3828,0.374,REP-0093,baseline,BASELINE-00343
fraud_line_add,0.0784,0.853,0.2889,0.4019,0.1126,518.8,0.2785,0.2464,0.4159,REP-0094,baseline,BASELINE-00344
unresolvable_clean,0.0289,0.6145,0.2844,0.271,0.0355,519.3,0.2867,0.1706,0.3384,REP-0095,baseline,BASELINE-00345
loyalty_offer_missed,0.058,0.8789,0.1994,0.6306,0.1291,487.2,0.2449,0.2955,0.4076,REP-0096,baseline,BASELINE-00346
gamed_metric,0.0991,0.8842,0.1303,0.4843,0.0842,565.0,0.3172,0.2772,0.3605,REP-0097,baseline,BASELINE-00347
fraud_line_add,0.157,0.8688,0.258,0.403,0.1211,541.0,0.2709,0.463,0.414,REP-0098,baseline,BASELINE-00348
clean,0.6117,0.9229,0.0988,0.0,0.058,593.8,0.2955,0.3565,0.4606,REP-0099,baseline,BASELINE-00349
fraud_store_promo,0.2256,0.9486,0.3107,0.478,0.093,533.4,0.2934,0.4521,0.3168,REP-0100,baseline,BASELINE-00350
fraud_store_promo,0.232,0.8502,0.2743,0.4004,0.0933,504.9,0.2514,0.2976,0.3447,REP-0101,baseline,BASELINE-00351
loyalty_offer_missed,0.0949,0.9048,0.1987,0.7387,0.1217,615.4,0.52,0.3336,0.438,REP-0102,baseline,BASELINE-00352
gamed_metric,0.118,0.8589,0.1457,0.5329,0.0733,521.5,0.2576,0.2355,0.3354,REP-0103,baseline,BASELINE-00353
loyalty_offer_missed,0.0644,0.93,0.1941,0.6483,0.1379,498.0,0.3584,0.2555,0.418,REP-0104,baseline,BASELINE-00354
loyalty_offer_missed,0.0442,0.9335,0.2063,0.6999,0.1305,580.5,0.4351,0.2869,0.4065,REP-0105,baseline,BASELINE-00355
clean,0.641,0.9024,0.0467,0.0812,0.0081,567.1,0.3445,0.4407,0.3081,REP-0106,baseline,BASELINE-00356
clean,0.6277,0.8621,0.0183,0.075,0.0445,502.7,0.3241,0.3941,0.3679,REP-0107,baseline,BASELINE-00357
loyalty_offer_missed,0.0498,0.9764,0.2431,0.7387,0.1315,529.7,0.2431,0.3288,0.3719,REP-0108,baseline,BASELINE-00358
clean,0.5762,0.9193,0.0456,0.0954,0.0056,647.5,0.4527,0.2887,0.3753,REP-0109,baseline,BASELINE-00359
clean,0.6626,0.863,0.0763,0.0681,0.054,523.5,0.3574,0.2562,0.341,REP-0110,baseline,BASELINE-00360
clean,0.6786,0.8838,0.0893,0.1257,0.0647,530.6,0.3164,0.2788,0.3614,REP-0111,baseline,BASELINE-00361
clean,0.6681,0.8928,0.051,0.0618,0.04,512.2,0.3209,0.3696,0.4867,REP-0112,baseline,BASELINE-00362
loyalty_offer_missed,0.1133,0.924,0.1732,0.6237,0.0729,541.2,0.3306,0.4345,0.4608,REP-0113,baseline,BASELINE-00363
clean,0.5949,0.8941,0.0905,0.0443,0.0337,526.3,0.466,0.4727,0.3736,REP-0114,baseline,BASELINE-00364
clean,0.6253,0.9098,0.0022,0.0416,0.0214,563.2,0.468,0.404,0.4302,REP-0115,baseline,BASELINE-00365
clean,0.4952,0.9172,0.0692,0.02,0.0631,522.0,0.3165,0.3121,0.3827,REP-0116,baseline,BASELINE-00366
unresolvable_clean,0.0751,0.5515,0.3428,0.2926,0.0843,564.3,0.3991,0.3602,0.369,REP-0117,baseline,BASELINE-00367
fraud_store_promo,0.1749,0.8984,0.3157,0.4377,0.098,503.7,0.1139,0.2803,0.38,REP-0118,baseline,BASELINE-00368
clean,0.6648,0.9083,0.0637,0.0158,0.0538,499.9,0.136,0.2592,0.3863,REP-0119,baseline,BASELINE-00369
gamed_metric,0.1481,0.9167,0.1581,0.5666,0.1161,571.7,0.4065,0.2986,0.4095,REP-0120,baseline,BASELINE-00370
clean,0.6023,0.9238,0.139,0.0,0.0212,508.3,0.1259,0.2282,0.3651,REP-0121,baseline,BASELINE-00371
fraud_line_add,0.1388,0.8569,0.2188,0.3993,0.1075,487.1,0.3009,0.4219,0.3647,REP-0122,baseline,BASELINE-00372
fraud_store_promo,0.1819,0.8686,0.3006,0.4071,0.1039,513.0,0.3881,0.2092,0.3505,REP-0123,baseline,BASELINE-00373
clean,0.7332,0.9156,0.0344,0.0,0.0424,497.8,0.1406,0.2107,0.3377,REP-0124,baseline,BASELINE-00374
loyalty_offer_missed,0.1338,0.9143,0.2072,0.7091,0.1069,509.4,0.2123,0.2702,0.4738,REP-0125,baseline,BASELINE-00375
fraud_hic_exchange,0.0732,0.8659,0.2939,0.5399,0.0622,578.0,0.4508,0.4279,0.4117,REP-0126,baseline,BASELINE-00376
clean,0.6663,0.9505,0.0633,0.0648,0.0142,525.0,0.2188,0.362,0.4255,REP-0127,baseline,BASELINE-00377
loyalty_offer_missed,0.035,0.95,0.1732,0.5726,0.1301,538.7,0.1993,0.3446,0.4293,REP-0128,baseline,BASELINE-00378
loyalty_offer_missed,0.2098,0.9322,0.2154,0.6881,0.1183,541.0,0.3665,0.3684,0.3694,REP-0129,baseline,BASELINE-00379
clean,0.5862,0.9193,0.0841,0.121,0.0687,521.7,0.2252,0.242,0.3703,REP-0130,baseline,BASELINE-00380
fraud_line_add,0.1095,0.8349,0.3198,0.3275,0.1066,543.2,0.3168,0.3689,0.3701,REP-0131,baseline,BASELINE-00381
clean,0.725,0.8782,0.0738,0.0767,0.0165,472.1,0.0918,0.2375,0.4375,REP-0132,baseline,BASELINE-00382
clean,0.7497,0.9252,0.0472,0.0903,0.0158,558.1,0.3467,0.3702,0.4666,REP-0133,baseline,BASELINE-00383
clean,0.5343,0.9169,0.0963,0.0457,0.0761,514.0,0.2331,0.2818,0.4178,REP-0134,baseline,BASELINE-00384
clean,0.6763,0.8804,0.0751,0.0918,0.0296,579.0,0.4177,0.3798,0.4388,REP-0135,baseline,BASELINE-00385
clean,0.5739,0.9055,0.0434,0.0,0.0287,575.4,0.4551,0.218,0.4282,REP-0136,baseline,BASELINE-00386
gamed_metric,0.1244,0.9086,0.1713,0.5363,0.098,568.2,0.2601,0.3226,0.3343,REP-0137,baseline,BASELINE-00387
loyalty_offer_missed,0.0324,0.9805,0.2154,0.6095,0.1442,537.6,0.2812,0.406,0.3722,REP-0138,baseline,BASELINE-00388
clean,0.5691,0.8531,0.0905,0.0275,0.0493,537.6,0.1726,0.2906,0.4245,REP-0139,baseline,BASELINE-00389
clean,0.6033,0.8697,0.0756,0.0046,0.0344,555.3,0.3861,0.3853,0.3509,REP-0140,baseline,BASELINE-00390
clean,0.5401,0.8964,0.0524,0.0825,0.0454,493.9,0.1274,0.2249,0.4088,REP-0141,baseline,BASELINE-00391
clean,0.5023,0.9805,0.0858,0.0975,0.068,612.0,0.3646,0.2439,0.4065,REP-0142,baseline,BASELINE-00392
fraud_line_add,0.1806,0.8842,0.2739,0.4148,0.127,571.7,0.5261,0.2993,0.4003,REP-0143,baseline,BASELINE-00393
unresolvable_clean,0.0669,0.5211,0.3084,0.2222,0.0611,595.8,0.5011,0.4836,0.3738,REP-0144,baseline,BASELINE-00394
clean,0.576,0.9202,0.0457,0.0151,0.0375,586.6,0.322,0.2565,0.4269,REP-0145,baseline,BASELINE-00395
clean,0.7246,0.8938,0.0636,0.0611,0.0767,579.4,0.3044,0.3232,0.2904,REP-0146,baseline,BASELINE-00396
unresolvable_clean,0.0892,0.5472,0.2852,0.2007,0.0681,504.7,0.2772,0.4198,0.3647,REP-0147,baseline,BASELINE-00397
unresolvable_clean,0.0879,0.574,0.3218,0.2497,0.0612,542.0,0.353,0.2869,0.3956,REP-0148,baseline,BASELINE-00398
clean,0.7244,0.9167,0.0096,0.0519,0.0342,506.1,0.2206,0.2806,0.3834,REP-0149,baseline,BASELINE-00399
clean,0.686,0.9526,0.0469,0.0951,0.0335,537.3,0.2619,0.2916,0.405,REP-0150,baseline,BASELINE-00400
clean,0.7788,0.865,0.0561,0.0,0.0257,511.7,0.2316,0.211,0.3897,REP-0151,baseline,BASELINE-00401
clean,0.6749,0.9736,0.0223,0.1286,0.0366,523.9,0.203,0.3693,0.2841,REP-0152,baseline,BASELINE-00402
loyalty_offer_missed,0.0909,0.9244,0.2077,0.6214,0.1076,496.6,0.3236,0.3008,0.3855,REP-0153,baseline,BASELINE-00403
loyalty_offer_missed,0.1268,0.8833,0.1509,0.681,0.1196,535.8,0.2448,0.3144,0.347,REP-0154,baseline,BASELINE-00404
fraud_store_promo,0.1778,0.9318,0.3245,0.434,0.0776,538.9,0.2567,0.1541,0.3687,REP-0155,baseline,BASELINE-00405
fraud_line_add,0.0966,0.8665,0.2641,0.4412,0.1207,528.3,0.2635,0.314,0.4545,REP-0156,baseline,BASELINE-00406
clean,0.6862,0.9131,0.084,0.0383,0.0527,551.9,0.3329,0.2652,0.3882,REP-0157,baseline,BASELINE-00407
